geom,lat,lon,rainfall_avg,temp_avg,soil_type,drought_frequency
POINT(-120.04000000000019 36.90000000000014),36.90000000000014,-120.04000000000019,18.31,62.56,Clay Loam,5.0
POINT(-120.0200000000002 36.90000000000014),36.90000000000014,-120.0200000000002,29.49,62.13,Clay Loam,4.58
POINT(-120.0000000000002 36.90000000000014),36.90000000000014,-120.0000000000002,29.7,52.1,Clay Loam,4.7
POINT(-119.9800000000002 36.90000000000014),36.90000000000014,-119.9800000000002,25.57,44.35,Silt,4.15
POINT(-119.9600000000002 36.90000000000014),36.90000000000014,-119.9600000000002,25.7,47.39,Silt,4.1
POINT(-119.94000000000021 36.90000000000014),36.90000000000014,-119.94000000000021,22.98,49.57,Silt,4.62
POINT(-119.92000000000021 36.90000000000014),36.90000000000014,-119.92000000000021,16.4,54.67,Silt,5.0
POINT(-119.90000000000022 36.90000000000014),36.90000000000014,-119.90000000000022,14.36,71.3,Silt,5.0
POINT(-119.88000000000022 36.90000000000014),36.90000000000014,-119.88000000000022,25.45,45.65,Peat,4.77
POINT(-119.86000000000023 36.90000000000014),36.90000000000014,-119.86000000000023,24.5,64.44,Peat,4.41
POINT(-119.84000000000023 36.90000000000014),36.90000000000014,-119.84000000000023,18.7,54.81,Peat,5.0
POINT(-119.82000000000023 36.90000000000014),36.90000000000014,-119.82000000000023,26.32,53.61,Peat,4.19
POINT(-119.80000000000024 36.90000000000014),36.90000000000014,-119.80000000000024,24.48,65.08,Peat,5.0
POINT(-119.78000000000024 36.90000000000014),36.90000000000014,-119.78000000000024,23.5,49.79,Chalky,4.87
POINT(-119.76000000000025 36.90000000000014),36.90000000000014,-119.76000000000025,13.42,51.18,Chalky,5.0
POINT(-119.74000000000025 36.90000000000014),36.90000000000014,-119.74000000000025,29.27,60.32,Chalky,4.65
POINT(-119.72000000000025 36.90000000000014),36.90000000000014,-119.72000000000025,20.38,65.63,Chalky,5.0
POINT(-119.70000000000026 36.90000000000014),36.90000000000014,-119.70000000000026,19.5,55.8,Chalky,5.0
POINT(-119.68000000000026 36.90000000000014),36.90000000000014,-119.68000000000026,26.5,45.48,Loam,4.53
POINT(-119.66000000000027 36.90000000000014),36.90000000000014,-119.66000000000027,23.66,50.72,Loam,4.64
POINT(-119.64000000000027 36.90000000000014),36.90000000000014,-119.64000000000027,25.34,65.93,Loam,3.96
POINT(-119.62000000000027 36.90000000000014),36.90000000000014,-119.62000000000027,25.56,48.7,Loam,4.26
POINT(-119.60000000000028 36.90000000000014),36.90000000000014,-119.60000000000028,26.33,62.95,Loam,3.64
POINT(-119.58000000000028 36.90000000000014),36.90000000000014,-119.58000000000028,26.14,50.04,Sandy Loam,4.62
POINT(-119.56000000000029 36.90000000000014),36.90000000000014,-119.56000000000029,23.88,60.23,Sandy Loam,4.68
POINT(-119.54000000000029 36.90000000000014),36.90000000000014,-119.54000000000029,13.19,62.47,Sandy Loam,5.0
POINT(-119.5200000000003 36.90000000000014),36.90000000000014,-119.5200000000003,17.94,45.5,Sandy Loam,4.83
POINT(-119.5000000000003 36.90000000000014),36.90000000000014,-119.5000000000003,13.01,59.02,Sandy Loam,5.0
POINT(-119.4800000000003 36.90000000000014),36.90000000000014,-119.4800000000003,20.12,50.22,Clay Loam,3.98
POINT(-119.4600000000003 36.90000000000014),36.90000000000014,-119.4600000000003,19.88,49.21,Clay Loam,5.0
POINT(-119.44000000000031 36.90000000000014),36.90000000000014,-119.44000000000031,14.47,48.14,Clay Loam,5.0
POINT(-119.42000000000031 36.90000000000014),36.90000000000014,-119.42000000000031,28.84,71.01,Clay Loam,4.5
POINT(-119.40000000000032 36.90000000000014),36.90000000000014,-119.40000000000032,11.34,52.24,Clay Loam,5.0
POINT(-119.38000000000032 36.90000000000014),36.90000000000014,-119.38000000000032,24.39,63.32,Silt,5.0
POINT(-119.36000000000033 36.90000000000014),36.90000000000014,-119.36000000000033,13.47,67.19,Silt,5.0
POINT(-119.34000000000033 36.90000000000014),36.90000000000014,-119.34000000000033,17.9,69.0,Silt,5.0
POINT(-119.32000000000033 36.90000000000014),36.90000000000014,-119.32000000000033,19.16,59.56,Silt,5.0
POINT(-119.30000000000034 36.90000000000014),36.90000000000014,-119.30000000000034,14.97,71.41,Silt,5.0
POINT(-119.28000000000034 36.90000000000014),36.90000000000014,-119.28000000000034,17.15,48.47,Peat,5.0
POINT(-119.26000000000035 36.90000000000014),36.90000000000014,-119.26000000000035,14.58,66.22,Peat,5.0
POINT(-119.24000000000035 36.90000000000014),36.90000000000014,-119.24000000000035,21.99,46.21,Peat,5.0
POINT(-119.22000000000035 36.90000000000014),36.90000000000014,-119.22000000000035,26.45,47.23,Peat,3.13
POINT(-119.20000000000036 36.90000000000014),36.90000000000014,-119.20000000000036,28.64,59.81,Peat,4.35
POINT(-119.18000000000036 36.90000000000014),36.90000000000014,-119.18000000000036,21.21,49.45,Chalky,5.0
POINT(-119.16000000000037 36.90000000000014),36.90000000000014,-119.16000000000037,29.31,45.96,Chalky,3.88
POINT(-119.14000000000037 36.90000000000014),36.90000000000014,-119.14000000000037,12.3,65.17,Chalky,5.0
POINT(-119.12000000000037 36.90000000000014),36.90000000000014,-119.12000000000037,26.85,53.86,Chalky,3.74
POINT(-119.10000000000038 36.90000000000014),36.90000000000014,-119.10000000000038,21.81,64.71,Chalky,4.75
POINT(-119.08000000000038 36.90000000000014),36.90000000000014,-119.08000000000038,9.8,69.75,Loam,5.0
POINT(-119.06000000000039 36.90000000000014),36.90000000000014,-119.06000000000039,22.58,52.91,Loam,3.97
POINT(-119.04000000000039 36.90000000000014),36.90000000000014,-119.04000000000039,28.64,54.89,Loam,4.47
POINT(-119.0200000000004 36.90000000000014),36.90000000000014,-119.0200000000004,27.13,70.69,Loam,5.0
POINT(-119.0000000000004 36.90000000000014),36.90000000000014,-119.0000000000004,22.54,63.07,Loam,5.0
POINT(-121.0 36.920000000000144),36.920000000000144,-121.0,28.43,44.51,Chalky,3.54
POINT(-120.98 36.920000000000144),36.920000000000144,-120.98,23.86,61.15,Chalky,4.03
POINT(-120.96000000000001 36.920000000000144),36.920000000000144,-120.96000000000001,22.16,55.49,Chalky,5.0
POINT(-120.94000000000001 36.920000000000144),36.920000000000144,-120.94000000000001,19.67,55.22,Chalky,4.89
POINT(-120.92000000000002 36.920000000000144),36.920000000000144,-120.92000000000002,24.38,46.8,Loam,3.94
POINT(-120.90000000000002 36.920000000000144),36.920000000000144,-120.90000000000002,36.97,56.56,Loam,3.94
POINT(-120.88000000000002 36.920000000000144),36.920000000000144,-120.88000000000002,18.93,66.35,Loam,4.77
POINT(-120.86000000000003 36.920000000000144),36.920000000000144,-120.86000000000003,31.94,51.79,Loam,4.35
POINT(-120.84000000000003 36.920000000000144),36.920000000000144,-120.84000000000003,27.94,57.52,Loam,3.59
POINT(-120.82000000000004 36.920000000000144),36.920000000000144,-120.82000000000004,38.2,67.52,Sandy Loam,2.6
POINT(-120.80000000000004 36.920000000000144),36.920000000000144,-120.80000000000004,37.1,55.08,Sandy Loam,3.77
POINT(-120.78000000000004 36.920000000000144),36.920000000000144,-120.78000000000004,35.27,70.06,Sandy Loam,4.57
POINT(-120.76000000000005 36.920000000000144),36.920000000000144,-120.76000000000005,20.31,46.45,Sandy Loam,5.0
POINT(-120.74000000000005 36.920000000000144),36.920000000000144,-120.74000000000005,36.17,68.65,Sandy Loam,4.09
POINT(-120.72000000000006 36.920000000000144),36.920000000000144,-120.72000000000006,22.12,61.8,Clay Loam,5.0
POINT(-120.70000000000006 36.920000000000144),36.920000000000144,-120.70000000000006,21.22,47.1,Clay Loam,5.0
POINT(-120.68000000000006 36.920000000000144),36.920000000000144,-120.68000000000006,33.33,66.31,Clay Loam,3.35
POINT(-120.66000000000007 36.920000000000144),36.920000000000144,-120.66000000000007,24.53,66.37,Clay Loam,5.0
POINT(-120.64000000000007 36.920000000000144),36.920000000000144,-120.64000000000007,29.33,69.09,Clay Loam,4.83
POINT(-120.62000000000008 36.920000000000144),36.920000000000144,-120.62000000000008,32.34,47.31,Silt,3.63
POINT(-120.60000000000008 36.920000000000144),36.920000000000144,-120.60000000000008,22.64,62.89,Silt,5.0
POINT(-120.58000000000008 36.920000000000144),36.920000000000144,-120.58000000000008,27.11,48.33,Silt,2.99
POINT(-120.56000000000009 36.920000000000144),36.920000000000144,-120.56000000000009,35.54,49.31,Silt,3.78
POINT(-120.54000000000009 36.920000000000144),36.920000000000144,-120.54000000000009,23.99,49.98,Silt,4.51
POINT(-120.5200000000001 36.920000000000144),36.920000000000144,-120.5200000000001,31.31,70.84,Peat,4.01
POINT(-120.5000000000001 36.920000000000144),36.920000000000144,-120.5000000000001,28.05,67.21,Peat,3.34
POINT(-120.4800000000001 36.920000000000144),36.920000000000144,-120.4800000000001,17.09,46.17,Peat,4.62
POINT(-120.46000000000011 36.920000000000144),36.920000000000144,-120.46000000000011,27.2,62.29,Peat,4.14
POINT(-120.44000000000011 36.920000000000144),36.920000000000144,-120.44000000000011,35.27,70.38,Peat,3.23
POINT(-120.42000000000012 36.920000000000144),36.920000000000144,-120.42000000000012,22.76,64.23,Chalky,5.0
POINT(-120.40000000000012 36.920000000000144),36.920000000000144,-120.40000000000012,31.43,49.34,Chalky,2.55
POINT(-120.38000000000012 36.920000000000144),36.920000000000144,-120.38000000000012,16.84,57.09,Chalky,5.0
POINT(-120.36000000000013 36.920000000000144),36.920000000000144,-120.36000000000013,23.65,68.35,Chalky,4.81
POINT(-120.34000000000013 36.920000000000144),36.920000000000144,-120.34000000000013,30.65,58.01,Chalky,3.54
POINT(-120.32000000000014 36.920000000000144),36.920000000000144,-120.32000000000014,33.52,68.29,Loam,4.56
POINT(-120.30000000000014 36.920000000000144),36.920000000000144,-120.30000000000014,33.14,52.31,Loam,2.51
POINT(-120.28000000000014 36.920000000000144),36.920000000000144,-120.28000000000014,18.14,60.66,Loam,5.0
POINT(-120.26000000000015 36.920000000000144),36.920000000000144,-120.26000000000015,19.18,46.23,Loam,4.74
POINT(-120.24000000000015 36.920000000000144),36.920000000000144,-120.24000000000015,26.75,55.7,Loam,4.38
POINT(-120.22000000000016 36.920000000000144),36.920000000000144,-120.22000000000016,17.88,67.35,Loam,5.0
POINT(-120.20000000000016 36.920000000000144),36.920000000000144,-120.20000000000016,31.0,67.51,Sandy Loam,3.82
POINT(-120.18000000000016 36.920000000000144),36.920000000000144,-120.18000000000016,23.56,55.01,Sandy Loam,5.0
POINT(-120.16000000000017 36.920000000000144),36.920000000000144,-120.16000000000017,23.81,68.37,Sandy Loam,4.26
POINT(-120.14000000000017 36.920000000000144),36.920000000000144,-120.14000000000017,18.63,46.82,Sandy Loam,5.0
POINT(-120.12000000000018 36.920000000000144),36.920000000000144,-120.12000000000018,28.32,43.09,Sandy Loam,4.26
POINT(-120.10000000000018 36.920000000000144),36.920000000000144,-120.10000000000018,34.47,57.1,Clay Loam,4.43
POINT(-120.08000000000018 36.920000000000144),36.920000000000144,-120.08000000000018,25.92,43.84,Clay Loam,3.92
POINT(-120.06000000000019 36.920000000000144),36.920000000000144,-120.06000000000019,23.36,49.71,Clay Loam,5.0
POINT(-120.04000000000019 36.920000000000144),36.920000000000144,-120.04000000000019,18.38,45.78,Clay Loam,5.0
POINT(-120.0200000000002 36.920000000000144),36.920000000000144,-120.0200000000002,32.75,42.69,Clay Loam,3.25
POINT(-120.0000000000002 36.920000000000144),36.920000000000144,-120.0000000000002,24.65,55.97,Silt,5.0
POINT(-119.9800000000002 36.920000000000144),36.920000000000144,-119.9800000000002,31.44,45.76,Silt,2.84
POINT(-119.9600000000002 36.920000000000144),36.920000000000144,-119.9600000000002,20.26,56.82,Silt,5.0
POINT(-119.94000000000021 36.920000000000144),36.920000000000144,-119.94000000000021,23.45,71.36,Silt,5.0
POINT(-119.92000000000021 36.920000000000144),36.920000000000144,-119.92000000000021,29.53,54.71,Silt,3.44
POINT(-119.90000000000022 36.920000000000144),36.920000000000144,-119.90000000000022,33.14,54.92,Peat,4.17
POINT(-119.88000000000022 36.920000000000144),36.920000000000144,-119.88000000000022,25.31,72.41,Peat,4.32
POINT(-119.86000000000023 36.920000000000144),36.920000000000144,-119.86000000000023,22.1,55.17,Peat,4.73
POINT(-119.84000000000023 36.920000000000144),36.920000000000144,-119.84000000000023,17.93,64.47,Peat,5.0
POINT(-119.82000000000023 36.920000000000144),36.920000000000144,-119.82000000000023,29.25,57.67,Peat,3.93
POINT(-119.80000000000024 36.920000000000144),36.920000000000144,-119.80000000000024,22.18,63.62,Chalky,5.0
POINT(-119.78000000000024 36.920000000000144),36.920000000000144,-119.78000000000024,13.67,48.48,Chalky,5.0
POINT(-119.76000000000025 36.920000000000144),36.920000000000144,-119.76000000000025,15.3,45.66,Chalky,5.0
POINT(-119.74000000000025 36.920000000000144),36.920000000000144,-119.74000000000025,28.28,54.87,Chalky,3.15
POINT(-119.72000000000025 36.920000000000144),36.920000000000144,-119.72000000000025,26.09,47.37,Chalky,4.92
POINT(-119.70000000000026 36.920000000000144),36.920000000000144,-119.70000000000026,22.85,58.17,Loam,4.08
POINT(-119.68000000000026 36.920000000000144),36.920000000000144,-119.68000000000026,31.48,54.43,Loam,3.4
POINT(-119.66000000000027 36.920000000000144),36.920000000000144,-119.66000000000027,30.26,59.23,Loam,3.67
POINT(-119.64000000000027 36.920000000000144),36.920000000000144,-119.64000000000027,21.53,68.31,Loam,4.52
POINT(-119.62000000000027 36.920000000000144),36.920000000000144,-119.62000000000027,20.52,45.4,Loam,5.0
POINT(-119.60000000000028 36.920000000000144),36.920000000000144,-119.60000000000028,27.69,49.48,Sandy Loam,4.44
POINT(-119.58000000000028 36.920000000000144),36.920000000000144,-119.58000000000028,31.74,61.12,Sandy Loam,3.9
POINT(-119.56000000000029 36.920000000000144),36.920000000000144,-119.56000000000029,16.36,59.9,Sandy Loam,5.0
POINT(-119.54000000000029 36.920000000000144),36.920000000000144,-119.54000000000029,12.18,46.89,Sandy Loam,5.0
POINT(-119.5200000000003 36.920000000000144),36.920000000000144,-119.5200000000003,23.04,57.29,Sandy Loam,5.0
POINT(-119.5000000000003 36.920000000000144),36.920000000000144,-119.5000000000003,26.54,51.01,Clay Loam,3.71
POINT(-119.4800000000003 36.920000000000144),36.920000000000144,-119.4800000000003,11.68,60.92,Clay Loam,5.0
POINT(-119.4600000000003 36.920000000000144),36.920000000000144,-119.4600000000003,14.81,58.16,Clay Loam,5.0
POINT(-119.44000000000031 36.920000000000144),36.920000000000144,-119.44000000000031,24.17,51.98,Clay Loam,3.66
POINT(-119.42000000000031 36.920000000000144),36.920000000000144,-119.42000000000031,18.93,48.2,Clay Loam,4.57
POINT(-119.40000000000032 36.920000000000144),36.920000000000144,-119.40000000000032,17.72,70.36,Silt,5.0
POINT(-119.38000000000032 36.920000000000144),36.920000000000144,-119.38000000000032,13.22,57.4,Silt,5.0
POINT(-119.36000000000033 36.920000000000144),36.920000000000144,-119.36000000000033,18.52,73.44,Silt,5.0
POINT(-119.34000000000033 36.920000000000144),36.920000000000144,-119.34000000000033,14.99,53.23,Silt,5.0
POINT(-119.32000000000033 36.920000000000144),36.920000000000144,-119.32000000000033,29.32,60.64,Silt,4.9
POINT(-119.30000000000034 36.920000000000144),36.920000000000144,-119.30000000000034,15.48,71.73,Peat,5.0
POINT(-119.28000000000034 36.920000000000144),36.920000000000144,-119.28000000000034,17.31,66.3,Peat,5.0
POINT(-119.26000000000035 36.920000000000144),36.920000000000144,-119.26000000000035,23.85,56.67,Peat,5.0
POINT(-119.24000000000035 36.920000000000144),36.920000000000144,-119.24000000000035,21.2,57.61,Peat,4.11
POINT(-119.22000000000035 36.920000000000144),36.920000000000144,-119.22000000000035,11.05,64.85,Peat,5.0
POINT(-119.20000000000036 36.920000000000144),36.920000000000144,-119.20000000000036,26.49,62.94,Chalky,3.51
POINT(-119.18000000000036 36.920000000000144),36.920000000000144,-119.18000000000036,13.76,53.78,Chalky,5.0
POINT(-119.16000000000037 36.920000000000144),36.920000000000144,-119.16000000000037,15.68,50.86,Chalky,5.0
POINT(-119.14000000000037 36.920000000000144),36.920000000000144,-119.14000000000037,28.86,50.18,Chalky,2.82
POINT(-119.12000000000037 36.920000000000144),36.920000000000144,-119.12000000000037,25.44,69.51,Chalky,5.0
POINT(-119.10000000000038 36.920000000000144),36.920000000000144,-119.10000000000038,27.34,54.69,Loam,4.44
POINT(-119.08000000000038 36.920000000000144),36.920000000000144,-119.08000000000038,10.04,60.65,Loam,5.0
POINT(-119.06000000000039 36.920000000000144),36.920000000000144,-119.06000000000039,9.98,73.01,Loam,5.0
POINT(-119.04000000000039 36.920000000000144),36.920000000000144,-119.04000000000039,16.83,73.41,Loam,5.0
POINT(-119.0200000000004 36.920000000000144),36.920000000000144,-119.0200000000004,9.4,65.22,Loam,5.0
POINT(-119.0000000000004 36.920000000000144),36.920000000000144,-119.0000000000004,16.86,54.54,Sandy Loam,5.0
POINT(-121.0 36.94000000000015),36.94000000000015,-121.0,22.52,62.36,Chalky,4.73
POINT(-120.98 36.94000000000015),36.94000000000015,-120.98,37.2,59.81,Chalky,4.14
POINT(-120.96000000000001 36.94000000000015),36.94000000000015,-120.96000000000001,25.0,58.45,Chalky,4.95
POINT(-120.94000000000001 36.94000000000015),36.94000000000015,-120.94000000000001,20.9,67.23,Loam,4.35
POINT(-120.92000000000002 36.94000000000015),36.94000000000015,-120.92000000000002,20.21,44.66,Loam,4.45
POINT(-120.90000000000002 36.94000000000015),36.94000000000015,-120.90000000000002,26.36,53.87,Loam,4.86
POINT(-120.88000000000002 36.94000000000015),36.94000000000015,-120.88000000000002,34.07,44.66,Loam,3.0
POINT(-120.86000000000003 36.94000000000015),36.94000000000015,-120.86000000000003,32.92,56.14,Loam,3.98
POINT(-120.84000000000003 36.94000000000015),36.94000000000015,-120.84000000000003,25.0,68.41,Sandy Loam,5.0
POINT(-120.82000000000004 36.94000000000015),36.94000000000015,-120.82000000000004,29.48,53.28,Sandy Loam,3.11
POINT(-120.80000000000004 36.94000000000015),36.94000000000015,-120.80000000000004,25.25,66.06,Sandy Loam,4.31
POINT(-120.78000000000004 36.94000000000015),36.94000000000015,-120.78000000000004,33.69,46.9,Sandy Loam,3.4
